es,en,ca,familia_es,familia_en,familia_ca,kcal_value,kcal_unit,fat_satured_value,fat_satured_unit,colesterol_value,colesterol_unit
Arroz integral hervido,Rice brown boiled,,Cereales y derivados,Grains and grain products,,466.8,kJ,0.2,g,0,mg
Arroz integral crudo,Rice brown raw,,Cereales y derivados,Grains and grain products,,1607.11,kJ,0.52,g,0,mg
Rosquilla,Ring-shaped pastry,,Cereales y derivados,Grains and grain products,,1459.1,kJ,7.9,g,41,mg
Pan de centeno,Rye bread,,Cereales y derivados,Grains and grain products,,921.17,kJ,0.101,g,0,mg
Harina de centeno,Rye flour,,Cereales y derivados,Grains and grain products,,1496.3,kJ,0.2,g,0,mg
Centeno crudo,Rye raw,,Cereales y derivados,Grains and grain products,,1700.7,kJ,0.29,g,0,mg
Cereales en polvo solubles (eko),Soluble cereals powder,,Cereales y derivados,Grains and grain products,,1637.34,kJ,0.1,g,0,mg
Bizcocho,Sponge cake,,Cereales y derivados,Grains and grain products,,1594,kJ,13.13,g,179,mg
Pastas de te,Tea cookie,,Cereales y derivados,Grains and grain products,,1449.5,kJ,20,mg,NaN,g
Sobao,Traditional sponge cake sobao,,Cereales y derivados,Grains and grain products,,1826.6,kJ,7.6,g,225,mg
Harina de trigo,Wheat flour,,Cereales y derivados,Grains and grain products,,1385.5,kJ,0,mg,NaN,g
Germen de trigo,Wheat germ,,Cereales y derivados,Grains and grain products,,1402.21,kJ,1.5,g,0,mg
Almidón de trigo,Wheat starch,,Cereales y derivados,Grains and grain products,,1475.68,kJ,0,g,0,mg
Harina de trigo integral,Wheat whole flour,,Cereales y derivados,Grains and grain products,,1340.38,kJ,0.32,g,0,mg
Salvado de trigo,Wheat bran,,Cereales y derivados,Grains and grain products,,790.84,kJ,0.63,g,0,mg
Trigo entero crudo,Wheat whole raw,,Cereales y derivados,Grains and grain products,,1309.9,kJ,0.37,g,0,mg
Pan blanco de barra,White bread,,Cereales y derivados,Grains and grain products,,999.3,kJ,0.39,g,0,mg
Pan blanco tipo "baguette",White bread "baguette" type,,Cereales y derivados,Grains and grain products,,1128.82,kJ,0.23,g,0,mg
Pan blanco frito,White bread fried,,Cereales y derivados,Grains and grain products,,1084.64,kJ,0.39,g,NaN,mg
Pan blanco tostado,White bread toasted,,Cereales y derivados,Grains and grain products,,1270.6,kJ,0.6,g,0,mg
Pan blanco tostado sin sal,White bread toasted without salt,,Cereales y derivados,Grains and grain products,,1270.6,kJ,0.6,g,0,mg
Pan blanco de barra sin sal,White bread without salt,,Cereales y derivados,Grains and grain products,,1094.82,kJ,0.23,g,0,mg
Pan integral tostado,Whole bread toasted,,Cereales y derivados,Grains and grain products,,1118.8,kJ,0.6,g,0,mg
Pan integral,Whole wheat bread,,Cereales y derivados,Grains and grain products,,1044.3,kJ,0.7,g,0,mg
Pan tostado integral,Whole wheat bread toast,,Cereales y derivados,Grains and grain products,,1270.6,kJ,0.6,g,0,mg
Pan integral sin sal,Whole wheat bread without salt,,Cereales y derivados,Grains and grain products,,1044.3,kJ,0.7,g,0,mg
